curvature,strokewidth,density,x,y,w,h,distance,letterReversal,class
0.005589541,25.07002736,7.6875,0,0,40,48,0,0,1
0.018343159,45.22590678,6.88671875,0,0,40,43,0,0,1
0.523454361,32.54157388,10.73046875,0,0,40,66,1,0,1
0.501824982,29.05975608,8.0078125,0,0,40,50,0,0,1
0.008973704,53.69724849,8.48828125,0,0,40,52,1,0,1
0.004617879,31.47793962,8.80859375,0,0,40,54,1,0,1
0.055883749,20.10676302,0.9609375,0,0,40,5,1,0,1
0.435088059,20.40665629,1.12109375,0,0,40,6,1,0,1
0.002506108,52.14279053,7.84765625,0,0,40,49,0,0,1
0.04520065,11.57949267,14.57421875,0,0,40,91,0,0,1
0,31.56801937,1.12109375,0,0,40,6,1,0,1
0.001532921,25.19246573,1.28125,0,0,40,7,1,0,1
0.001043983,35.88177144,2.2421875,0,0,40,13,1,1,1
0.001219986,40.24323432,9.44921875,0,0,40,58,1,1,1
0.335979792,20.22194682,7.6875,0,0,40,47,1,1,1
0.007516659,31.65697872,3.5234375,0,0,40,22,0,1,1
0.024794456,33.00957066,6.24609375,0,0,40,38,1,1,1
0.000772336,35.07665925,8.80859375,0,0,40,54,1,1,1
0.314971747,26.12013021,1.12109375,0,0,40,6,1,1,1
0.00725065,57.15273817,9.609375,0,0,40,59,1,,1
9.22E-05,40.33819046,7.046875,0,0,40,43,1,,1
0.001232379,44.79609265,4.64453125,0,0,40,28,1,,1
0.003371314,32.94968441,4.32421875,0,0,40,27,0,,1
0.004861512,28.4088291,8.80859375,0,0,40,54,1,,1
0.225322846,22.14847481,4.8046875,0,0,40,30,0,,1
0.01032749,18.20500877,2.5625,0,0,40,16,0,,0
0.018700641,33.05760722,2.5625,0,0,40,15,1,,0
0.015516496,32.61190762,2.72265625,0,0,40,16,1,,0
0.012222919,29.18335902,3.84375,0,0,40,23,1,,0
0.003049211,37.46825393,3.84375,0,0,40,23,1,,0
0.256299017,16.98206107,3.84375,0,0,40,23,1,,0
0.008432354,36.66140473,5.125,0,0,40,31,1,,0
0.001151109,44.59820624,5.765625,0,0,40,35,1,,0
0.00982165,53.75872022,6.24609375,0,0,40,38,1,,0
0.01043634,25.44942636,6.24609375,0,0,40,38,1,,0
0.017928837,34.88970224,6.7265625,0,0,40,42,0,,0
0.413138347,35.02398643,6.7265625,0,0,40,41,1,,0
0.012741249,23.38823293,7.046875,0,0,40,43,1,,0
0.001138738,48.10405388,7.52734375,0,0,40,46,1,,0
0.00463525,34.47765775,7.84765625,0,0,40,49,0,,0
0.054799613,24.7433689,8.0078125,0,0,40,49,1,,0
0.365672904,22.75189599,8.16796875,0,0,40,50,1,,0
0.001255719,56.60388679,8.6484375,0,0,40,53,1,,0
0.263735323,27.72497067,8.80859375,0,0,40,54,1,,0
0.004095536,29.8763692,8.80859375,0,0,40,54,1,,0
0.001094571,41.52934249,8.96875,0,0,40,56,0,,0
0.006214309,22.97523255,8.96875,0,0,40,55,1,,0
0.004649342,41.11070521,9.2890625,0,0,40,57,1,,0
0.000595398,44.85145698,9.609375,0,0,40,59,1,,0
0.006865034,50.70707054,9.609375,0,0,40,59,1,,0
0.005992705,41.90411656,9.76953125,0,0,40,60,1,,0
0.004326328,49.61905152,9.9296875,0,0,40,61,1,,0
0.006506368,39.65949655,9.9296875,0,0,40,61,1,,0
0.007706451,33.47632377,10.25,0,0,40,63,1,,0
0.018015476,28.99101443,10.41015625,0,0,40,64,1,,0
0.023475429,25.71265462,10.890625,0,0,40,67,1,,0
0.009215095,55.78884199,11.05078125,0,0,40,68,1,,0
0.003438781,48.66052135,11.53125,0,0,40,72,0,,0
0.00753008,77.32258819,12.97265625,0,0,40,80,1,,0
0.174999841,42.29327842,14.57421875,0,0,40,90,1,,0
0.006904554,53.33298494,7.875,0,0,41,47,1,0,1
0.276129035,22.58046503,7.875,0,0,41,47,1,0,1
0.002782621,97.45109974,15.75,0,0,41,95,1,0,1
0.314457844,24.86873037,9.6796875,0,0,41,58,1,0,1
0.004162244,46.12361225,9.1875,0,0,41,56,0,0,1
0.006021999,89.69392399,13.9453125,0,0,41,84,1,0,1
0.00145478,47.47319624,9.515625,0,0,41,57,1,0,1
0.371677699,33.86238438,9.6796875,0,0,41,59,0,0,1
0.303939967,40.36066905,11.484375,0,0,41,70,0,0,1
0.008536912,30.87936071,7.21875,0,0,41,44,0,0,1
0.009992563,30.59549045,3.9375,0,0,41,24,0,0,1
0.000819353,30.95522306,12.46875,0,0,41,75,1,0,1
0.004588281,65.90905957,11.484375,0,0,41,69,1,0,1
0.00117266,71.15337389,12.6328125,0,0,41,76,1,0,1
0.016213695,34.45992397,6.0703125,0,0,41,36,1,0,1
0.007260684,31.06752889,2.625,0,0,41,15,1,0,1
0.001765121,38.99996628,3.609375,0,0,41,21,1,0,1
0.00108481,62.28964601,10.5,0,0,41,63,1,0,1
0.008331363,50.2249939,5.90625,0,0,41,35,1,0,1
0.032519914,16.8524242,3.28125,0,0,41,19,1,0,1
0.021353353,38.2865435,7.875,0,0,41,48,0,0,1
0.01799472,45.74362134,11.3203125,0,0,41,69,0,0,1
0.000514534,10.49805097,2.296875,0,0,41,14,0,0,1
0.248102469,28.73567088,6.3984375,0,0,41,38,1,0,1
0.011812512,34.12747638,5.578125,0,0,41,33,1,0,1
0.00180532,22.98937739,6.5625,0,0,41,40,0,0,1
0.009083425,42.53892325,6.3984375,0,0,41,38,1,0,1
0.017745832,29.26441504,4.921875,0,0,41,29,1,0,1
0.006638965,34.74559532,4.921875,0,0,41,29,1,0,1
0.009520221,47.42267305,14.9296875,0,0,41,91,0,0,1
0.005767756,34.11601611,7.875,0,0,41,47,1,0,1
0.269680763,38.23670052,12.140625,0,0,41,73,1,0,1
0.014096847,26.31290262,5.0859375,0,0,41,30,1,0,1
0.010981913,45.26748472,15.09375,0,0,41,92,0,0,1
0.023037693,35.09762608,9.3515625,0,0,41,56,1,0,1
0.009806884,38.68380409,8.3671875,0,0,41,51,0,0,1
0.004608337,41.63801121,4.921875,0,0,41,29,1,0,1
0.009852904,36.37858009,6.0703125,0,0,41,37,0,0,1
0.001383579,48.12472529,9.515625,0,0,41,57,1,0,1
0.263865283,14.72176844,0.8203125,0,0,41,4,1,0,1
0.008117264,26.77058327,1.8046875,0,0,41,10,1,0,1
0.423212228,39.72124623,7.546875,0,0,41,45,1,0,1
0.002771155,49.90492495,10.828125,0,0,41,66,0,0,1
0.299255556,24.87555014,8.0390625,0,0,41,48,1,0,1
0.607898722,10.53345861,1.1484375,0,0,41,6,1,0,1
0.452237262,40.31776638,9.0234375,0,0,41,54,1,0,1
0.002399269,50.08214903,13.125,0,0,41,79,1,0,1
0.006876593,22.57486017,8.203125,0,0,41,49,1,0,1
0.009849104,55.0227286,10.828125,0,0,41,65,1,0,1
0.296202177,32.96160875,10.828125,0,0,41,66,0,0,1
0.001467378,26.18251377,1.3125,0,0,41,7,1,0,1
0.002752303,50.91168825,8.203125,0,0,41,49,1,1,1
0.014181488,46.70744177,4.921875,0,0,41,29,1,1,1
0.007488355,33.31636125,3.9375,0,0,41,23,1,1,1
0.003730502,36.88540526,11.8125,0,0,41,71,1,1,1
0.001179197,39.76052528,10.9921875,0,0,41,66,1,1,1
0.107685785,29.2759771,8.6953125,0,0,41,52,1,,1
0.180498306,31.59068619,9.6796875,0,0,41,58,1,,1
0.350642507,17.56571043,4.4296875,0,0,41,26,1,,0
0.368971203,20.62356473,4.7578125,0,0,41,29,0,,0
0.020154814,18.33894503,4.7578125,0,0,41,28,1,,0
0.028351393,24.88172277,6.5625,0,0,41,40,0,,0
0.010731562,33.32811472,6.7265625,0,0,41,41,0,,0
0.005333346,38.11664941,6.7265625,0,0,41,40,1,,0
0.012867312,53.81449619,6.890625,0,0,41,41,1,,0
0.307923162,23.08595076,6.890625,0,0,41,41,1,,0
0.012121351,34.33800271,7.0546875,0,0,41,42,1,,0
0.026462119,29.23390304,7.7109375,0,0,41,46,1,,0
0.001906696,57.00877125,7.7109375,0,0,41,46,1,,0
0.006880976,58.13776741,8.0390625,0,0,41,48,1,,0
0.001297116,61.7170965,8.0390625,0,0,41,48,1,,0
0.32890265,28.81855354,8.203125,0,0,41,50,0,,0
0.404159081,21.64905862,8.859375,0,0,41,53,1,,0
0.325476731,30.49341058,9.1875,0,0,41,55,1,,0
0.005462059,42.87261718,9.515625,0,0,41,57,1,,0
0.013117193,32.38331279,9.6796875,0,0,41,59,0,,0
0.010268129,48.30431053,9.6796875,0,0,41,58,1,,0
0.013552574,52.17718817,10.171875,0,0,41,61,1,,0
0.005422315,34.6147041,10.9921875,0,0,41,66,1,,0
0.321728425,29.71178723,13.2890625,0,0,41,80,1,,0
0.005860376,86.97700846,14.109375,0,0,41,85,1,,0
0.005783646,51.4026645,15.75,0,0,41,95,1,,0
0.012744925,69.25114471,12.26171875,0,0,42,72,1,0,1
0.001762199,75.17642773,12.09375,0,0,42,71,1,0,1
0.004131514,45.7851527,12.09375,0,0,42,71,1,0,1
0.00152401,44.53518977,10.75,0,0,42,64,0,0,1
0.422190869,40.12399052,8.90234375,0,0,42,52,1,0,1
0.002401316,35.30633504,2.6875,0,0,42,15,1,0,1
0.003271551,55.93856338,8.56640625,0,0,42,50,1,0,1
0.002580913,55.14084142,11.58984375,0,0,42,68,1,0,1
0.057885887,23.10934398,8.734375,0,0,42,51,1,0,1
0.097713488,43.26442806,9.91015625,0,0,42,58,1,0,1
0.010821637,45.31220452,9.91015625,0,0,42,59,0,0,1
0.010025284,73.56260006,12.26171875,0,0,42,72,1,0,1
0.286865785,42.90642232,15.28515625,0,0,42,90,1,0,1
0.3487929,37.40625301,9.91015625,0,0,42,58,1,0,1
0.015704141,36.51682967,6.21484375,0,0,42,36,1,0,1
0.012380714,20.63393124,3.86328125,0,0,42,22,1,0,1
0.228300816,27.17177555,14.4453125,0,0,42,86,0,0,1
0.323871779,28.97125588,6.21484375,0,0,42,37,0,0,1
0.003058725,38.72014242,5.7109375,0,0,42,34,0,0,1
0.22019085,37.6507716,14.61328125,0,0,42,86,1,0,1
0.015624687,24.56742538,7.89453125,0,0,42,47,0,0,1
0.022296501,28.07356799,5.87890625,0,0,42,34,1,0,1
0.010395128,32.15030997,11.0859375,0,0,42,66,0,0,1
0.002679749,38.82915701,7.55859375,0,0,42,44,1,0,1
0.003144185,87.98753944,14.94921875,0,0,42,89,0,0,1
0.00237408,39.50245706,11.25390625,0,0,42,67,0,0,1
0.074861065,28.2212651,6.71875,0,0,42,39,1,0,1
0.013070176,28.45608749,10.24609375,0,0,42,60,1,0,1
0.001384472,41.11727761,7.55859375,0,0,42,45,0,0,1
0.528998614,33.6382286,9.91015625,0,0,42,58,1,0,1
0.010334868,22.52700833,5.578125,0,0,42,34,0,0,1
0.003483374,32.90669476,8.3984375,0,0,42,50,0,0,1
0.003708932,37.36905105,4.3671875,0,0,42,25,1,0,1
0.010289334,32.19699328,1.51171875,0,0,42,9,0,0,1
0.006230712,48.0848223,9.7421875,0,0,42,57,1,0,1
0.003845009,51.02320805,9.0703125,0,0,42,53,1,0,1
0.017908161,40.15825039,10.91796875,0,0,42,64,1,1,1
0.003407267,39.85599077,13.1015625,0,0,42,77,1,1,1
0.10204558,17.8458784,5.375,0,0,42,31,1,1,1
0.008248428,41.59326869,1.6796875,0,0,42,9,1,1,1
0.000206087,48.06898906,15.95703125,0,0,42,95,0,1,1
0.014541233,53.33205665,10.58203125,0,0,42,62,1,1,1
0.002615476,41.0487515,3.86328125,0,0,42,22,1,1,1
0.002212132,26.0774853,1.17578125,0,0,42,6,1,,0
0.006662046,34.07994541,2.85546875,0,0,42,16,1,,0
0.004339388,42.44997055,3.52734375,0,0,42,20,1,,0
0.005224485,26.18643525,3.86328125,0,0,42,22,1,,0
0.506066313,20.04922872,4.03125,0,0,42,23,1,,0
0.047102597,23.06591049,4.703125,0,0,42,27,1,,0
0.008082547,32.80811752,5.87890625,0,0,42,35,0,,0
0.013367897,36.37815794,6.21484375,0,0,42,37,0,,0
0.004329063,38.6637679,6.3828125,0,0,42,38,0,,0
0.004109378,36.0258032,7.22265625,0,0,42,42,1,,0
0.411486774,27.62518457,7.390625,0,0,42,43,1,,0
0.0039177,31.72237072,7.55859375,0,0,42,44,1,,0
0.400666879,24.05648257,7.89453125,0,0,42,46,1,,0
0.005390937,57.9706763,8.23046875,0,0,42,49,0,,0
0.005865882,30.38487817,8.3984375,0,0,42,49,1,,0
0.006646833,50.25922903,8.56640625,0,0,42,51,0,,0
0.0059577,53.19642495,8.734375,0,0,42,52,0,,0
0.261682719,28.30135737,8.90234375,0,0,42,52,1,,0
0.007779974,60.24779978,8.90234375,0,0,42,53,0,,0
0.487084772,31.75298637,8.90234375,0,0,42,52,1,,0
0.000282686,32.25220324,9.0703125,0,0,42,53,1,,0
0.301485632,42.29552291,9.91015625,0,0,42,58,1,,0
0.303905671,37.10300354,10.24609375,0,0,42,60,1,,0
0.312965816,36.89584,10.24609375,0,0,42,60,1,,0
0.287903013,33.5598601,10.4140625,0,0,42,61,1,,0
0.367427865,43.3351035,11.92578125,0,0,42,70,1,,0
0.006148146,40.13300052,14.109375,0,0,42,83,1,,0
0.39895169,36.00909426,14.27734375,0,0,42,84,1,,0
0.414393545,54.3958235,14.4453125,0,0,42,85,1,,0
0.002758651,84.79992961,15.62109375,0,0,42,92,1,,0
0.405896264,53.98052338,15.95703125,0,0,42,94,1,,0
0.01649339,45.25063691,7.046875,0,0,43,40,1,0,1
0.004735306,77.87810989,12.546875,0,0,43,72,1,0,1
0.005311895,55.21124619,11,0,0,43,63,1,0,1
0.00632134,49.11355872,10.3125,0,0,43,59,1,0,1
0.199860179,46.24230817,10.3125,0,0,43,59,1,0,1
0.002343403,29.30251865,11.515625,0,0,43,66,1,0,1
0.223997065,30.87409716,10.65625,0,0,43,62,0,0,1
0.194340851,25.04490401,9.96875,0,0,43,58,0,0,1
0.000697738,48.64085132,10.140625,0,0,43,58,1,0,1
0,36.03695137,2.578125,0,0,43,14,1,0,1
0.007308132,51.56192207,14.609375,0,0,43,84,1,0,1
0.012576088,48.73195123,11,0,0,43,63,1,0,1
0.154309547,49.44410689,14.78125,0,0,43,85,1,0,1
0.002896976,42.26634825,9.453125,0,0,43,54,1,0,1
0.001130439,57.14792216,12.375,0,0,43,71,1,0,1
0.35023873,36.11259608,9.625,0,0,43,56,0,0,1
0.001555949,47.86571089,10.3125,0,0,43,59,1,0,1
0.001910512,42.04759208,1.546875,0,0,43,8,1,0,1
0.095648204,22.09127482,4.640625,0,0,43,27,0,0,1
0.030976495,22.00923667,2.921875,0,0,43,16,1,0,1
0.005033452,43.41658669,2.578125,0,0,43,14,1,0,1
0.002785212,21.73889561,4.984375,0,0,43,29,0,0,1
0.000787165,36.83949496,8.25,0,0,43,47,1,0,1
0.006800036,64.66761841,17.015625,0,0,43,99,0,0,1
0.009063788,34.4768688,4.296875,0,0,43,24,1,0,1
0.208131356,16.43970303,7.734375,0,0,43,44,1,0,1
0.011995468,35.86271397,6.875,0,0,43,39,1,0,1
0.026083543,21.91928524,7.046875,0,0,43,40,1,0,1
0,8.027692569,0.859375,0,0,43,4,1,0,1
0.173004281,25.07141657,9.453125,0,0,43,54,1,0,1
0.004011382,93.37269764,15.8125,0,0,43,91,1,0,1
0.002241541,54.04227997,13.40625,0,0,43,77,1,0,1
0.050803808,19.45583847,5.84375,0,0,43,33,1,0,1
0.388017949,47.46504875,12.203125,0,0,43,70,1,0,1
0.005933028,45.97012034,10.140625,0,0,43,59,0,0,1
0.013721738,27.23599264,5.328125,0,0,43,30,1,0,1
0.003092629,43.16669579,6.53125,0,0,43,37,1,0,1
0.002644751,42.01207407,7.21875,0,0,43,41,1,0,1
0.008825345,20.55782301,5.84375,0,0,43,34,0,0,1
0.409798655,21.59385467,4.640625,0,0,43,26,1,0,1
0.254535334,30.90005599,10.078125,0,0,43,59,1,0,1
0.001607627,31.63987397,4.125,0,0,43,23,1,0,1
0.003564379,38.41862591,12.03125,0,0,43,70,0,0,1
0.002496057,38.04422144,6.53125,0,0,43,38,0,0,1
0.005227164,34.91853259,7.390625,0,0,43,42,1,0,1
0.006290376,54.10464735,7.734375,0,0,43,44,1,0,1
0.325856668,54.80987634,15.125,0,0,43,88,0,0,1
0.00139981,81.93932109,14.09375,0,0,43,81,1,0,1
0.010716341,43.14689408,8.25,0,0,43,47,1,0,1
0.01701221,26.53254452,3.609375,0,0,43,21,0,0,1
0.001476707,43.20597063,9.453125,0,0,43,54,1,0,1
0.003377315,59.87393774,10.3125,0,0,43,60,0,0,1
0.004086606,36.88659554,7.390625,0,0,43,42,1,0,1
0.005814767,51.2249939,6.015625,0,0,43,34,1,0,1
0.004478164,42.54475334,15.8125,0,0,43,91,1,0,1
0.001741688,40.17458357,1.890625,0,0,43,10,1,1,1
0.003086414,47.04637385,11.515625,0,0,43,66,1,1,1
0.010025117,43.18927949,9.28125,0,0,43,53,1,1,1
0.232315341,39.90337714,16.328125,0,0,43,95,0,1,1
0.002643428,24.16132549,1.890625,0,0,43,10,1,1,1
0.010118559,47.56597249,6.1875,0,0,43,35,1,1,1
0.004237163,47.4491698,11,0,0,43,63,1,1,1
0.326829484,34.16294222,10.140625,0,0,43,58,1,1,1
0.00337435,84.00127043,15.125,0,0,43,87,1,1,1
0.000806089,44.65170629,11.34375,0,0,43,65,1,1,1
0.009053546,44.73471157,9.96875,0,0,43,57,1,,1
0.007765718,37.88804196,6.875,0,0,43,39,1,,1
0.000765504,15.66413904,0.859375,0,0,43,4,1,,0
0.054795561,26.99536006,3.953125,0,0,43,22,1,,0
0.040500204,25.22724457,4.125,0,0,43,24,0,,0
0.010186711,29.08705608,4.46875,0,0,43,25,1,,0
0.341206808,19.89537685,4.46875,0,0,43,25,1,,0
0.258743912,20.57685635,4.984375,0,0,43,28,1,,0
0.005981081,42.75511665,5.5,0,0,43,31,1,,0
0.014734708,36.97936525,6.359375,0,0,43,36,1,,0
0.279664112,26.11641606,6.703125,0,0,43,39,0,,0
0.022109227,25.83609565,7.046875,0,0,43,40,1,,0
0.016548433,34.90425738,7.734375,0,0,43,45,0,,0
0.008862234,24.71650273,7.90625,0,0,43,45,1,,0
0.290876561,26.21378545,8.078125,0,0,43,47,0,,0
0.27118212,28.95167148,8.25,0,0,43,47,1,,0
0.020419318,27.78525089,8.421875,0,0,43,49,0,,0
0.033372606,26.60706681,8.421875,0,0,43,48,1,,0
0.014269846,34.13271197,9.28125,0,0,43,53,1,,0
0.000717935,35.54379404,9.28125,0,0,43,53,1,,0
0.005916704,36.69023572,9.453125,0,0,43,54,1,,0
0.006147235,41.5144154,9.796875,0,0,43,56,1,,0
0.528952354,20.85190446,9.96875,0,0,43,57,1,,0
0.005866519,38.76991822,9.96875,0,0,43,58,0,,0
0.010419351,41.43656129,10.140625,0,0,43,58,1,,0
0.014630553,36.31432677,10.140625,0,0,43,58,1,,0
0.364193716,36.01617725,10.3125,0,0,43,59,1,,0
0.308010995,37.55748625,10.3125,0,0,43,59,1,,0
0.002459752,60.81813204,11,0,0,43,63,1,,0
0.261757,43.28497562,11.34375,0,0,43,66,0,,0
0.000198291,62.77750399,13.0625,0,0,43,75,1,,0
0.159196251,31.35332026,13.921875,0,0,43,80,1,,0
0.419151207,37.6993498,14.09375,0,0,43,81,1,,0
0.597990578,42.46012594,14.265625,0,0,43,82,1,,0
0.137705545,27.76278978,14.78125,0,0,43,85,1,,0
0.181188278,42.04834829,11.77734375,0,0,44,67,0,0,1
0.003412501,72.78346698,11.42578125,0,0,44,64,1,0,1
0.010564569,40.08612001,6.328125,0,0,44,35,1,0,1
0.00021304,60.58733636,10.546875,0,0,44,59,1,0,1
0.258428317,30.99517528,10.546875,0,0,44,59,1,0,1
0.011209989,35.9241616,4.921875,0,0,44,28,0,0,1
0.028193602,32.30365239,9.66796875,0,0,44,55,0,0,1
0.213972366,60.46725919,17.2265625,0,0,44,97,1,0,1
0.336520198,49.83374111,11.77734375,0,0,44,66,1,0,1
0.000444823,55.06637854,13.18359375,0,0,44,74,1,0,1
0.306932695,42.00793305,12.65625,0,0,44,71,1,0,1
0.000850897,57.14517888,11.42578125,0,0,44,64,1,0,1
0.004103054,57.90070107,14.4140625,0,0,44,82,0,0,1
0.011624878,22.43479696,7.3828125,0,0,44,42,0,0,1
0.292594478,27.96503911,9.84375,0,0,44,55,1,0,1
0.004786479,57.78246934,15.99609375,0,0,44,91,0,0,1
0.008726304,46.33581992,8.61328125,0,0,44,48,1,0,1
0.016067948,30.24698679,3.1640625,0,0,44,18,0,0,1
0.009717231,25.70995046,1.58203125,0,0,44,9,0,0,1
0.012246619,46.02502815,7.20703125,0,0,44,40,1,0,1
0.009545089,59.40700279,9.140625,0,0,44,51,1,0,1
0.326053206,34.865637,12.3046875,0,0,44,69,1,0,1
0.004930499,31.03122772,5.625,0,0,44,31,1,0,1
0.002135747,40.13879132,8.61328125,0,0,44,48,1,0,1
0.020779121,34.37431351,6.15234375,0,0,44,34,1,0,1
0.018456733,35.17632731,10.1953125,0,0,44,58,0,0,1
0.002152008,34.47565189,8.61328125,0,0,44,49,0,0,1
0.01477738,23.1296436,5.09765625,0,0,44,28,1,0,1
0.301300636,31.63248189,9.66796875,0,0,44,55,0,0,1
0.00271851,32.95111688,7.734375,0,0,44,44,0,0,1
0.004096784,64.88451279,11.42578125,0,0,44,64,1,0,1
0.502701227,36.6561667,11.6015625,0,0,44,66,0,0,1
0.185656079,39.62456087,16.34765625,0,0,44,93,0,0,1
0.004967038,60.0687014,10.8984375,0,0,44,61,1,0,1
0.009766312,37.46630548,7.91015625,0,0,44,44,1,0,1
0.134508411,33.4791196,8.7890625,0,0,44,49,1,0,1
0.004195435,58.09992738,13.7109375,0,0,44,78,0,0,1
0.125010683,20.50423797,10.8984375,0,0,44,61,1,0,1
0.017633066,18.47587118,5.9765625,0,0,44,34,0,0,1
0.269368632,35.05619422,13.18359375,0,0,44,75,0,0,1
0.011766178,49.73932046,5.09765625,0,0,44,28,1,0,1
0.002570471,86.28441342,15.46875,0,0,44,87,1,1,1
0.011428543,32.03091176,12.65625,0,0,44,71,1,1,1
0.004462691,41.83804359,11.07421875,0,0,44,62,1,1,1
0.003814524,50.89648027,12.3046875,0,0,44,69,1,1,1
0.005748601,50.91023797,12.48046875,0,0,44,70,1,1,1
0.007191989,33.40259231,4.5703125,0,0,44,25,1,1,1
0.280461445,28.5792275,7.734375,0,0,44,43,1,1,1
0.014158039,29.70664532,8.26171875,0,0,44,46,1,1,1
0.468569363,22.26589781,8.7890625,0,0,44,49,1,1,1
0.043906321,25.07615949,8.0859375,0,0,44,45,1,1,1
0.012300773,52.73534248,13.53515625,0,0,44,77,0,1,1
0,17.2626765,0.87890625,0,0,44,4,1,,0
0.0059639,43.01162634,1.23046875,0,0,44,6,1,,0
0,43.10452412,1.23046875,0,0,44,6,1,,0
0.009379002,25.26695333,4.39453125,0,0,44,25,0,,0
0.443744201,26.48043347,6.85546875,0,0,44,39,0,,0
0.023698877,22.44199627,7.03125,0,0,44,39,1,,0
0.004149133,35.41954857,7.55859375,0,0,44,42,1,,0
0.45875045,31.14578484,7.91015625,0,0,44,44,1,,0
0.017103076,31.33034844,8.26171875,0,0,44,46,1,,0
0.267064813,33.10928762,8.4375,0,0,44,47,1,,0
0.018584532,34.26871998,8.7890625,0,0,44,49,1,,0
0.223802531,23.30454042,8.7890625,0,0,44,50,0,,0
0.354321477,32.8361138,8.7890625,0,0,44,50,0,,0
0.326722675,34.93730384,8.7890625,0,0,44,49,1,,0
0.019363829,33.4492623,8.96484375,0,0,44,50,1,,0
0.002094915,56.5862174,8.96484375,0,0,44,50,1,,0
0.351530599,24.86085616,9.4921875,0,0,44,54,0,,0
0.310244611,36.58961054,9.66796875,0,0,44,54,1,,0
0.006435847,41.29155888,10.1953125,0,0,44,58,0,,0
0.337193423,36.5675711,10.37109375,0,0,44,58,1,,0
0.0097351,47.24934542,11.25,0,0,44,63,1,,0
0.371611273,41.44681516,13.7109375,0,0,44,78,0,,0
0.007758094,39.60329242,14.23828125,0,0,44,80,1,,0
0.006581838,59.07842268,14.58984375,0,0,44,82,1,,0
0.123706464,32.91515894,14.94140625,0,0,44,84,1,,0
0.297292351,53.03626298,15.8203125,0,0,44,89,1,,0
0.003600287,98.762341,17.4296875,0,0,45,96,1,0,1
0.002203414,30.34970639,13.1171875,0,0,45,73,0,0,1
0.00497069,34.60353172,16.7109375,0,0,45,92,1,0,1
0.005722869,50.1951405,13.1171875,0,0,45,72,1,0,1
0.008750755,43.3818563,9.5234375,0,0,45,53,0,0,1
0.044255168,35.12459177,11.3203125,0,0,45,62,1,0,1
0.020699203,13.97759822,6.109375,0,0,45,34,0,0,1
0.015774151,39.11924763,10.421875,0,0,45,57,1,0,1
0.003812063,39.94649983,8.625,0,0,45,48,0,0,1
0.202691381,18.72668416,1.078125,0,0,45,5,1,0,1
0.009192103,30.03207621,6.2890625,0,0,45,34,1,0,1
0.005394276,79.99883124,16.7109375,0,0,45,92,1,0,1
0.304840077,48.5418003,15.9921875,0,0,45,88,1,0,1
0.011763684,33.17078548,7.90625,0,0,45,43,1,0,1
0.009275197,47.19435018,5.75,0,0,45,32,0,0,1
0.013825281,29.13494602,8.8046875,0,0,45,48,1,0,1
0.005278816,29.23153499,9.8828125,0,0,45,54,1,0,1
0.201486049,17.11827242,3.59375,0,0,45,19,1,0,1
0.008104777,37.33394465,3.953125,0,0,45,21,1,0,1
0.01016528,40.23413081,5.2109375,0,0,45,29,0,0,1
0.001725183,40.31455253,9.34375,0,0,45,51,1,0,1
0.001031898,52.15361924,5.9296875,0,0,45,32,1,0,1
0.029015116,26.21708245,5.9296875,0,0,45,32,1,0,1
0.014980192,26.72618331,6.109375,0,0,45,33,1,0,1
0.204970316,37.85170457,10.0625,0,0,45,55,1,0,1
0.002538206,88.5663593,16.171875,0,0,45,89,1,0,1
0.280293511,17.12442331,6.46875,0,0,45,35,1,0,1
0.014116594,22.33345314,5.5703125,0,0,45,30,1,0,1
0.322656989,33.04290893,7.7265625,0,0,45,43,0,0,1
0.367381462,36.93698374,6.828125,0,0,45,38,0,0,1
0.000660727,70.76810606,17.25,0,0,45,96,0,0,1
0.003954772,44.45615763,9.5234375,0,0,45,52,1,0,1
0.332389413,33.23090233,10.2421875,0,0,45,57,0,0,1
0.003021423,51.32641183,9.8828125,0,0,45,54,1,0,1
0.002912708,40.52583341,8.625,0,0,45,47,1,0,1
0.018419728,36.34108758,7.0078125,0,0,45,38,1,0,1
0.002090106,21.1725158,1.4375,0,0,45,7,1,0,1
0.007452489,31.29873494,9.703125,0,0,45,53,1,0,1
0.003040707,26.7156017,5.75,0,0,45,31,1,1,1
0.00748203,21.82309733,1.9765625,0,0,45,10,1,1,1
0.001945169,43.84509302,8.984375,0,0,45,50,0,1,1
0.036283873,38.21016581,8.625,0,0,45,48,0,1,1
0.185077166,17.91197072,1.078125,0,0,45,6,0,,0
0,30.52037427,1.2578125,0,0,45,6,1,,0
0.145765056,19.58913652,5.03125,0,0,45,27,1,,0
0.011349563,34.05376901,5.390625,0,0,45,30,0,,0
0.223134129,20.04172451,5.5703125,0,0,45,30,1,,0
0.390771925,13.86695166,5.5703125,0,0,45,30,1,,0
0.001025509,45.2088936,5.9296875,0,0,45,32,1,,0
0.025459545,28.07349187,6.2890625,0,0,45,34,1,,0
0.245285168,19.77161818,6.6484375,0,0,45,37,0,,0
0.182243071,37.18516042,8.0859375,0,0,45,45,0,,0
0.307471043,32.43619019,8.0859375,0,0,45,44,1,,0
0.470684513,30.18801518,8.265625,0,0,45,45,1,,0
0.007906292,33.05745035,8.4453125,0,0,45,46,1,,0
0.017123524,33.98528677,8.8046875,0,0,45,48,1,,0
0.004748982,48.34043104,8.8046875,0,0,45,48,1,,0
