x,y,w,h,Distance Bottom,Distance Top,area,Target Class
498,42,11,14,2.0,44.0,61.5,LD
1109,41,88,57,40.0,1.0,692.0,LD
1423,39,44,42,23.0,16.0,346.5,LD
542,39,6,12,7.0,46.0,33.5,LD
1613,35,88,71,48.0,13.0,1583.0,LD
597,35,12,7,16.0,51.0,30.0,LD
1265,29,6,5,24.0,53.0,13.0,LD
548,26,35,58,26.0,0.0,332.0,LD
432,26,8,13,19.0,45.0,41.5,LD
1202,24,51,76,42.0,18.0,659.0,LD
457,22,7,23,13.0,35.0,48.0,LD
399,22,5,13,23.0,45.0,10.5,LD
1517,21,48,71,34.0,13.0,695.5,LD
1140,19,13,7,32.0,51.0,21.0,LD
420,17,13,10,31.0,48.0,27.0,LD
1213,16,10,8,34.0,50.0,34.0,LD
1300,14,13,10,34.0,48.0,57.0,LD
1617,12,53,3,43.0,55.0,78.5,LD
808,10,154,82,34.0,24.0,1543.5,LD
383,10,36,26,22.0,32.0,207.5,LD
1441,9,27,4,45.0,54.0,21.0,LD
299,9,76,70,21.0,12.0,918.5,LD
1469,8,89,5,45.0,53.0,53.5,LD
164,2,101,78,22.0,20.0,588.0,LD
713,0,87,82,24.0,24.0,3293.0,LD
660,0,24,86,28.0,28.0,438.0,LD
79,0,84,80,22.0,22.0,912.5,LD
0,0,74,82,24.0,24.0,1090.0,LD
433,99,12,5,49.0,50.0,36.5,LD
991,97,27,4,46.0,51.0,32.0,LD
802,81,12,18,44.0,37.0,99.5,LD
411,66,13,5,16.0,50.0,22.0,LD
444,62,21,7,14.0,48.0,38.0,LD
159,56,18,16,17.0,39.0,31.5,LD
206,49,42,33,27.0,22.0,228.5,LD
522,39,7,22,6.0,33.0,89.0,LD
272,32,52,42,19.0,13.0,664.5,LD
548,29,17,29,3.0,26.0,234.0,LD
184,28,20,44,17.0,11.0,257.0,LD
909,27,44,47,19.0,8.0,360.0,LD
692,27,60,55,27.0,0.0,439.5,LD
860,26,36,60,31.0,5.0,409.0,LD
416,24,63,70,39.0,15.0,867.0,LD
962,17,54,79,41.0,24.0,1263.5,LD
648,16,43,60,21.0,5.0,477.5,LD
349,16,51,70,31.0,15.0,617.0,LD
787,14,44,66,25.0,11.0,1782.0,LD
545,14,7,13,28.0,42.0,48.0,LD
92,8,29,48,1.0,7.0,228.0,LD
20,4,67,70,19.0,15.0,1219.5,LD
562,3,33,44,8.0,11.0,292.0,LD
540,0,10,12,43.0,43.0,50.5,LD
206,185,10,7,91.0,94.0,42.0,LD
446,182,19,3,84.0,98.0,16.5,LD
366,124,59,58,81.0,43.0,1957.0,LD
207,118,11,64,81.0,37.0,357.5,LD
314,112,41,62,73.0,39.0,486.5,LD
242,103,12,74,76.0,27.0,318.0,LD
439,94,62,86,79.0,15.0,1100.5,LD
22,94,67,65,58.0,36.0,627.0,LD
257,89,49,96,84.0,5.0,2389.5,LD
204,89,21,21,9.0,80.0,105.5,LD
309,81,48,30,10.0,71.0,259.0,LD
166,81,14,10,10.0,91.0,64.5,LD
118,81,62,83,63.0,18.0,1083.0,LD
117,69,7,7,25.0,94.0,23.0,LD
399,59,42,19,23.0,82.0,162.0,LD
105,7,63,70,24.0,31.0,774.5,LD
396,5,63,53,43.0,48.0,1692.0,LD
21,5,21,67,29.0,34.0,540.5,LD
482,0,53,76,25.0,25.0,694.5,LD
325,0,43,77,24.0,24.0,758.0,LD
212,0,71,65,36.0,36.0,1201.0,LD
325,83,22,3,38.0,45.0,28.0,LD
319,73,12,6,31.0,42.0,29.0,LD
357,62,18,17,31.0,31.0,88.0,LD
316,61,8,10,23.0,38.0,40.5,LD
316,55,6,4,11.0,44.0,10.5,LD
486,42,7,5,1.0,43.0,12.5,LD
315,42,7,11,5.0,37.0,35.5,LD
229,4,61,75,31.0,27.0,465.0,LD
389,3,80,75,30.0,27.0,3616.5,LD
511,0,61,78,30.0,30.0,564.5,LD
294,0,96,41,7.0,7.0,418.5,LD
133,0,79,80,32.0,32.0,4534.5,LD
52,0,90,82,34.0,34.0,3907.0,LD
313,90,10,5,39.0,51.0,13.5,LD
376,89,22,13,46.0,43.0,71.0,LD
365,89,10,6,39.0,50.0,12.5,LD
332,89,24,13,46.0,43.0,40.5,LD
5,84,70,5,33.0,51.0,113.0,LD
309,79,6,6,29.0,50.0,15.5,LD
308,24,58,61,29.0,5.0,515.0,LD
467,13,11,16,27.0,40.0,43.0,LD
132,10,10,10,36.0,46.0,11.0,LD
336,8,9,14,34.0,42.0,42.5,LD
181,8,90,65,17.0,9.0,1337.0,LD
505,2,96,72,18.0,16.0,1656.0,LD
442,0,12,4,52.0,52.0,14.5,LD
399,0,31,83,27.0,27.0,594.0,LD
325,0,13,6,50.0,50.0,31.5,LD
102,0,28,77,21.0,21.0,389.0,LD
132,96,16,5,51.0,45.0,38.5,LD
655,95,15,6,51.0,44.0,44.0,LD
624,89,12,12,51.0,38.0,56.0,LD
790,85,18,4,39.0,46.0,20.0,LD
758,84,28,4,38.0,46.0,30.0,LD
137,83,17,4,37.0,46.0,25.0,LD
620,82,43,4,36.0,46.0,47.0,LD
276,82,35,9,41.0,41.0,100.0,LD
80,80,36,4,34.0,46.0,48.5,LD
385,72,6,6,28.0,44.0,22.0,LD
266,72,11,7,29.0,43.0,33.5,LD
455,61,10,17,28.0,33.0,81.5,LD
155,61,25,18,29.0,32.0,116.0,LD
404,60,15,14,24.0,36.0,91.0,LD
859,57,5,9,16.0,41.0,22.0,LD
308,50,10,28,28.0,22.0,130.0,LD
579,46,9,8,4.0,42.0,22.5,LD
150,30,26,29,9.0,21.0,133.0,LD
903,23,91,63,36.0,13.0,862.5,LD
214,20,58,51,21.0,1.0,654.5,LD
459,17,45,43,10.0,7.0,422.0,LD
365,17,45,54,21.0,4.0,627.0,LD
649,9,77,60,19.0,10.0,941.5,LD
547,9,53,72,31.0,22.0,677.5,LD
761,8,102,75,33.0,25.0,977.0,LD
146,0,27,22,28.0,28.0,64.0,LD
121,0,25,42,8.0,8.0,266.5,LD
256,200,41,14,99.0,101.0,227.5,LD
240,200,11,10,95.0,105.0,72.5,LD
153,200,9,6,91.0,109.0,30.0,LD
452,199,39,4,88.0,111.0,44.5,LD
1017,152,31,40,77.0,75.0,372.0,LD
464,146,33,23,54.0,92.0,105.0,LD
446,145,90,53,83.0,62.0,540.5,LD
224,145,23,31,61.0,84.0,195.0,LD
212,135,69,61,81.0,54.0,549.5,LD
21,125,125,95,105.0,20.0,1111.5,LD
301,124,70,63,72.0,52.0,783.0,LD
142,124,55,73,82.0,42.0,646.0,LD
1017,121,7,33,39.0,82.0,101.5,LD
717,119,54,76,80.0,39.0,577.5,LD
908,117,93,77,79.0,38.0,2538.0,LD
492,117,168,90,92.0,25.0,916.5,LD
388,117,49,80,82.0,35.0,782.0,LD
796,116,84,71,72.0,44.0,783.0,LD
39,114,17,38,37.0,77.0,88.0,LD
415,110,10,7,2.0,108.0,35.5,LD
836,108,8,18,11.0,97.0,55.5,LD
430,107,7,9,1.0,106.0,12.5,LD
612,104,70,71,60.0,44.0,545.5,LD
435,97,168,40,22.0,75.0,456.0,LD
626,95,10,6,14.0,109.0,22.5,LD
116,75,15,18,22.0,97.0,75.5,LD
83,55,47,29,31.0,86.0,250.0,LD
83,42,14,11,62.0,104.0,12.0,LD
104,34,15,30,51.0,85.0,125.0,LD
245,25,44,68,22.0,47.0,514.0,LD
83,15,43,39,61.0,76.0,178.0,LD
68,13,11,73,29.0,42.0,229.5,LD
445,11,36,68,36.0,47.0,372.0,LD
350,4,72,90,21.0,25.0,1887.0,LD
275,3,10,70,42.0,45.0,290.5,LD
55,2,19,33,80.0,82.0,103.0,LD
138,1,13,91,23.0,24.0,501.5,LD
480,0,23,95,20.0,20.0,528.0,LD
179,0,64,78,37.0,37.0,750.0,LD
129,100,15,18,54.0,46.0,75.5,LD
96,80,47,29,45.0,35.0,250.0,LD
96,67,14,11,14.0,53.0,12.0,LD
117,59,15,30,25.0,34.0,125.0,LD
258,50,44,68,54.0,4.0,514.0,LD
96,40,43,39,15.0,25.0,178.0,LD
81,38,11,73,47.0,9.0,229.5,LD
288,28,10,70,34.0,6.0,290.5,LD
68,27,19,33,4.0,31.0,103.0,LD
151,26,13,91,53.0,27.0,501.5,LD
192,18,64,85,39.0,21.0,785.5,LD
117,18,10,8,38.0,56.0,27.0,LD
96,18,4,12,34.0,52.0,16.5,LD
86,18,6,8,38.0,56.0,25.0,LD
39,16,14,3,45.0,61.0,13.0,LD
150,9,13,6,49.0,58.0,38.5,LD
94,6,10,9,49.0,55.0,34.5,LD
203,0,10,14,50.0,50.0,67.0,LD
624,114,37,4,57.0,57.0,36.0,LD
13,111,19,8,58.0,53.0,47.0,LD
115,87,12,19,45.0,42.0,129.0,LD
0,75,48,31,45.0,30.0,287.5,LD
381,61,46,26,26.0,35.0,277.5,LD
381,50,6,10,1.0,51.0,29.5,LD
229,43,21,55,37.0,6.0,377.5,LD
143,39,65,65,43.0,4.0,813.5,LD
0,37,23,11,13.0,50.0,68.5,LD
67,34,57,56,29.0,5.0,2248.0,LD
564,32,20,38,9.0,23.0,263.5,LD
351,29,67,19,13.0,42.0,277.0,LD
281,28,61,69,36.0,8.0,703.5,LD
580,20,33,38,3.0,23.0,432.5,LD
384,19,9,7,35.0,54.0,32.0,LD
620,16,29,48,3.0,13.0,314.0,LD
223,13,15,12,36.0,49.0,81.0,LD
334,0,193,88,27.0,27.0,1280.5,LD
535,89,9,18,49.0,40.0,68.5,LD
319,81,33,19,42.0,39.0,122.0,LD
715,79,35,16,37.0,42.0,130.0,LD
535,78,6,9,29.0,49.0,24.0,LD
607,76,14,26,44.0,32.0,158.5,LD
457,75,43,21,38.0,37.0,149.0,LD
395,74,6,4,20.0,54.0,12.5,LD
250,74,13,20,36.0,38.0,103.0,LD
149,74,43,18,34.0,40.0,137.0,LD
300,73,33,7,22.0,51.0,87.0,LD
510,61,100,12,15.0,46.0,263.5,LD
659,32,37,42,16.0,16.0,303.5,LD
532,27,51,32,1.0,26.0,148.5,LD
593,26,49,17,15.0,41.0,204.0,LD
463,24,51,46,12.0,12.0,1102.0,LD
382,24,50,46,12.0,12.0,1067.5,LD
704,20,18,54,16.0,4.0,338.5,LD
788,15,53,29,14.0,29.0,169.5,LD
749,10,22,45,3.0,13.0,259.5,LD
295,8,62,61,11.0,3.0,555.5,LD
243,8,50,62,12.0,4.0,426.5,LD
775,0,58,16,42.0,42.0,212.0,LD
147,0,52,70,12.0,12.0,1929.5,LD
67,86,6,6,46.0,40.0,15.0,LD
135,73,44,9,36.0,37.0,99.5,LD
318,58,27,12,24.0,34.0,77.0,LD
115,14,48,56,24.0,10.0,401.5,LD
271,7,66,63,24.0,17.0,1794.5,LD
441,6,51,53,13.0,7.0,464.0,LD
267,3,16,8,35.0,38.0,73.5,LD
345,1,65,69,24.0,23.0,687.5,LD
513,0,34,53,7.0,7.0,325.5,LD
190,0,57,70,24.0,24.0,1039.0,LD
32,0,51,65,19.0,19.0,1476.0,LD
324,76,51,18,40.0,36.0,213.0,LD
262,75,28,4,25.0,50.0,46.0,LD
163,75,17,3,24.0,51.0,15.0,LD
100,75,26,23,44.0,31.0,80.0,LD
289,62,13,10,18.0,44.0,27.0,LD
151,56,15,16,18.0,38.0,94.0,LD
324,54,37,18,18.0,36.0,176.0,LD
0,24,41,47,17.0,7.0,406.0,LD
219,20,20,52,18.0,2.0,309.5,LD
324,10,32,36,8.0,18.0,160.0,LD
256,9,54,63,18.0,9.0,564.0,LD
211,0,13,7,47.0,47.0,49.5,LD
141,0,55,72,18.0,18.0,767.5,LD
83,0,46,72,18.0,18.0,494.0,LD
28,92,11,4,46.0,46.0,20.0,LD
47,91,22,6,47.0,44.0,43.5,LD
212,83,19,6,39.0,44.0,28.5,LD
72,80,13,6,36.0,44.0,21.0,LD
701,76,25,6,32.0,44.0,40.0,LD
29,68,11,13,31.0,37.0,28.0,LD
91,67,14,10,27.0,40.0,28.0,LD
162,66,16,19,35.0,31.0,107.5,LD
724,65,12,9,24.0,41.0,27.0,LD
300,65,9,7,22.0,43.0,15.5,LD
798,64,6,8,22.0,42.0,14.0,LD
685,64,8,10,24.0,40.0,50.5,LD
571,64,60,18,32.0,32.0,174.0,LD
326,64,27,7,21.0,43.0,59.5,LD
443,55,6,7,12.0,43.0,14.5,LD
794,45,14,17,12.0,33.0,70.5,LD
0,45,29,41,36.0,9.0,255.0,LD
841,43,10,16,9.0,34.0,46.0,LD
825,33,9,5,12.0,45.0,11.5,LD
680,33,11,29,12.0,21.0,91.0,LD
456,31,48,31,12.0,19.0,189.5,LD
252,23,46,51,24.0,1.0,265.0,LD
371,21,19,41,12.0,9.0,141.5,LD
707,19,36,44,13.0,6.0,197.0,LD
31,17,24,50,17.0,0.0,241.0,LD
157,16,19,49,15.0,1.0,245.0,LD
795,15,4,10,25.0,40.0,18.0,LD
0,13,29,8,29.0,42.0,87.5,LD
680,10,24,22,18.0,28.0,116.0,LD
184,4,35,65,19.0,15.0,468.0,LD
424,3,81,79,32.0,29.0,537.0,LD
796,0,5,14,36.0,36.0,30.5,LD
564,0,68,74,24.0,24.0,622.5,LD
313,0,15,63,13.0,13.0,317.5,LD
256,0,23,23,27.0,27.0,110.0,LD
0,123,13,2,63.0,60.0,12.0,LD
208,118,30,6,62.0,56.0,66.5,LD
299,107,11,8,53.0,54.0,44.0,LD
241,106,9,9,53.0,53.0,19.0,LD
330,90,14,13,41.0,49.0,29.0,LD
208,75,8,25,38.0,37.0,51.0,LD
72,73,6,23,34.0,39.0,36.5,LD
2,71,11,20,29.0,42.0,66.0,LD
290,68,10,21,27.0,41.0,40.5,LD
326,56,16,11,5.0,51.0,41.0,LD
381,53,17,10,1.0,52.0,38.5,LD
290,49,19,12,1.0,50.0,51.0,LD
223,21,21,29,12.0,33.0,69.5,LD
195,18,12,31,13.0,31.0,106.0,LD
368,17,28,88,43.0,26.0,389.5,LD
285,14,6,20,28.0,42.0,33.5,LD
126,12,26,79,29.0,17.0,323.5,LD
206,7,16,15,40.0,47.0,64.5,LD
16,0,36,50,12.0,12.0,216.0,LD
0,132,19,5,64.0,68.0,55.0,LD
211,115,24,18,60.0,55.0,93.5,LD
211,91,14,22,40.0,51.0,101.5,LD
226,86,13,6,19.0,67.0,22.0,LD
21,20,41,113,60.0,40.0,739.5,LD
114,17,29,102,46.0,29.0,561.5,LD
224,16,52,62,5.0,11.0,328.0,LD
162,10,23,101,38.0,28.0,614.5,LD
57,2,24,51,20.0,22.0,213.0,LD
235,0,32,15,58.0,58.0,107.5,LD
22,0,9,12,61.0,61.0,38.5,LD
83,53,9,14,25.0,28.0,22.0,LD
108,52,8,7,17.0,35.0,18.5,LD
95,52,8,9,19.0,33.0,27.0,LD
83,22,47,13,7.0,29.0,183.5,LD
0,17,22,7,18.0,35.0,47.0,LD
2,16,46,44,18.0,2.0,402.5,LD
33,4,7,12,26.0,30.0,23.0,LD
657,111,9,5,58.0,53.0,26.5,LD
48,106,7,6,54.0,52.0,23.0,LD
666,100,25,6,48.0,52.0,64.0,LD
655,100,10,6,48.0,52.0,23.5,LD
652,88,15,10,40.0,48.0,85.5,LD
435,77,14,4,23.0,54.0,16.5,LD
477,61,45,21,24.0,37.0,144.0,LD
459,36,13,38,16.0,20.0,114.5,LD
649,20,66,67,29.0,9.0,610.0,LD
127,17,39,52,11.0,6.0,185.5,LD
423,14,19,10,34.0,48.0,25.5,LD
406,14,28,65,21.0,7.0,300.0,LD
553,12,56,59,13.0,1.0,633.5,LD
293,1,68,89,32.0,31.0,859.5,LD
450,0,7,6,52.0,52.0,14.0,LD
408,0,7,13,45.0,45.0,15.0,LD
166,0,85,78,20.0,20.0,565.0,LD
137,0,15,14,44.0,44.0,43.5,LD
25,0,78,101,43.0,43.0,1347.0,LD
850,112,8,5,51.0,61.0,22.5,LD
817,111,9,5,50.0,61.0,21.5,LD
737,111,12,12,57.0,54.0,72.5,LD
598,106,45,4,44.0,62.0,90.0,LD
562,106,35,4,44.0,62.0,43.0,LD
475,106,85,4,44.0,62.0,123.5,LD
103,106,8,6,46.0,60.0,31.5,LD
818,89,9,18,41.0,48.0,87.5,LD
638,88,8,8,30.0,58.0,38.0,LD
540,87,39,11,32.0,55.0,124.0,LD
177,84,39,10,28.0,56.0,135.5,LD
102,84,10,19,37.0,47.0,117.0,LD
622,78,10,5,17.0,61.0,17.5,LD
574,73,13,13,20.0,53.0,48.0,LD
664,72,28,14,20.0,52.0,83.0,LD
264,71,22,13,18.0,53.0,74.5,LD
213,71,15,12,17.0,54.0,49.0,LD
175,60,6,23,17.0,43.0,54.5,LD
690,59,4,14,7.0,52.0,24.5,LD
18,43,18,38,15.0,28.0,183.0,LD
56,38,24,42,14.0,24.0,324.5,LD
827,31,10,10,25.0,56.0,58.5,LD
548,26,8,6,34.0,60.0,30.5,LD
814,23,11,64,21.0,2.0,334.5,LD
140,23,6,5,38.0,61.0,12.5,LD
154,22,12,15,29.0,51.0,65.0,LD
841,21,56,87,42.0,21.0,2604.5,LD
168,19,17,12,35.0,54.0,65.0,LD
304,18,107,66,18.0,0.0,984.0,LD
634,15,60,72,21.0,6.0,580.5,LD
261,11,14,17,38.0,49.0,49.0,LD
164,9,53,52,5.0,14.0,329.5,LD
717,5,74,102,41.0,36.0,4537.0,LD
282,1,16,5,60.0,61.0,17.0,LD
534,0,62,62,4.0,4.0,519.5,LD
432,0,73,77,11.0,11.0,932.0,LD
181,0,26,10,56.0,56.0,54.0,LD
84,0,29,83,17.0,17.0,547.5,LD
36,0,27,44,22.0,22.0,361.5,LD
256,142,86,5,67.0,75.0,172.0,LD
244,142,11,4,66.0,76.0,19.0,LD
838,141,21,4,65.0,76.0,45.0,LD
134,141,105,6,67.0,74.0,164.5,LD
775,133,10,4,57.0,76.0,15.0,LD
103,124,8,10,54.0,70.0,36.5,LD
627,123,17,3,46.0,77.0,18.0,LD
218,123,23,12,55.0,68.0,50.0,LD
615,122,11,3,45.0,77.0,11.5,LD
771,121,12,12,53.0,68.0,68.5,LD
523,118,15,3,41.0,77.0,15.0,LD
770,105,8,15,40.0,65.0,46.0,LD
598,105,18,15,40.0,65.0,50.0,LD
467,102,15,7,29.0,73.0,26.0,LD
799,99,29,21,40.0,59.0,85.5,LD
494,98,27,24,42.0,56.0,112.5,LD
655,89,13,30,39.0,50.0,79.5,LD
670,87,58,45,52.0,35.0,181.5,LD
538,82,29,37,39.0,43.0,163.5,LD
494,81,6,13,14.0,67.0,29.0,LD
594,77,8,26,23.0,54.0,44.5,LD
669,70,5,10,0.0,70.0,12.0,LD
324,65,84,86,71.0,6.0,985.0,LD
595,63,8,13,4.0,67.0,33.5,LD
813,59,11,17,4.0,63.0,38.5,LD
375,58,17,24,2.0,56.0,62.0,LD
661,57,10,11,12.0,69.0,26.0,LD
441,57,24,47,24.0,33.0,151.0,LD
88,50,19,74,44.0,6.0,347.5,LD
799,49,13,10,21.0,70.0,19.5,LD
780,46,13,4,30.0,76.0,17.0,LD
644,42,19,14,24.0,66.0,39.0,LD
357,42,19,16,22.0,64.0,37.0,LD
180,40,83,95,55.0,15.0,907.5,LD
760,39,12,26,15.0,54.0,60.0,LD
605,39,38,20,21.0,60.0,139.0,LD
452,29,18,15,36.0,65.0,31.0,LD
335,26,22,38,16.0,42.0,215.0,LD
479,24,29,34,22.0,46.0,173.5,LD
608,14,8,6,60.0,74.0,23.0,LD
338,3,97,22,55.0,58.0,263.5,LD
316,3,16,4,73.0,76.0,27.0,LD
291,3,24,4,73.0,76.0,32.0,LD
752,2,36,4,74.0,76.0,51.0,LD
646,2,105,5,73.0,75.0,175.5,LD
489,2,55,5,73.0,75.0,120.5,LD
788,0,69,8,72.0,72.0,132.5,LD
545,0,99,13,67.0,67.0,239.0,LD
442,0,39,6,74.0,74.0,68.0,LD
344,86,5,6,46.0,40.0,12.0,LD
272,73,21,9,36.0,37.0,35.0,LD
255,73,15,9,36.0,37.0,26.0,LD
235,44,8,13,11.0,33.0,40.0,LD
328,39,27,19,12.0,27.0,164.0,LD
174,31,6,5,10.0,41.0,10.5,LD
237,26,6,14,6.0,32.0,27.5,LD
31,14,12,7,25.0,39.0,13.0,LD
227,8,11,13,25.0,33.0,17.0,LD
219,3,8,5,38.0,41.0,17.5,LD
321,1,35,19,26.0,27.0,136.5,LD
184,0,34,15,31.0,31.0,115.5,LD
111,0,46,71,25.0,25.0,372.5,LD
213,71,22,11,32.0,39.0,62.5,LD
193,69,20,10,29.0,40.0,58.5,LD
106,68,56,19,37.0,31.0,234.5,LD
188,51,8,15,16.0,35.0,40.5,LD
101,44,8,22,16.0,28.0,82.0,LD
345,34,10,7,9.0,43.0,24.0,LD
193,26,51,24,0.0,26.0,156.5,LD
104,12,65,54,16.0,4.0,443.0,LD
10,6,61,51,7.0,1.0,522.5,LD
345,0,7,9,41.0,41.0,12.0,LD
258,0,56,76,26.0,26.0,619.5,LD
205,0,14,16,34.0,34.0,39.0,LD
0,0,13,88,38.0,38.0,467.0,LD
203,96,7,6,40.0,56.0,22.0,LD
146,91,7,10,39.0,52.0,41.0,LD
22,91,6,8,37.0,54.0,14.0,LD
348,74,18,5,17.0,57.0,40.0,LD
367,72,5,5,15.0,57.0,10.5,LD
80,72,14,37,47.0,25.0,135.0,LD
323,68,10,5,11.0,57.0,16.0,LD
262,66,8,18,22.0,44.0,66.5,LD
79,60,4,8,6.0,54.0,13.0,LD
217,54,3,17,9.0,45.0,10.5,LD
260,43,6,23,4.0,39.0,57.5,LD
527,39,7,6,17.0,56.0,18.0,LD
339,25,18,7,30.0,55.0,47.5,LD
149,22,29,67,27.0,5.0,190.0,LD
44,13,11,26,23.0,36.0,104.5,LD
316,10,20,22,30.0,40.0,114.0,LD
237,9,25,22,31.0,40.0,99.0,LD
182,8,21,28,26.0,34.0,97.0,LD
426,7,53,71,16.0,9.0,310.0,LD
396,0,24,89,27.0,27.0,610.0,LD
49,0,7,10,52.0,52.0,43.5,LD
208,85,30,8,33.0,52.0,81.0,LD
192,84,15,8,32.0,52.0,23.5,LD
38,58,25,28,26.0,32.0,203.0,LD
8,39,40,18,3.0,42.0,165.0,LD
76,12,145,95,47.0,35.0,2853.0,LD
215,5,27,24,31.0,36.0,162.0,LD
180,0,15,81,21.0,21.0,335.0,LD
163,110,100,7,58.0,52.0,248.0,LD
238,82,10,10,33.0,49.0,29.0,LD
146,79,25,28,48.0,31.0,128.0,LD
153,62,7,6,9.0,53.0,16.5,LD
430,57,3,46,44.0,13.0,50.5,LD
103,57,28,44,42.0,15.0,212.0,LD
421,46,4,32,19.0,27.0,58.5,LD
71,42,23,32,15.0,27.0,162.0,LD
261,37,11,9,13.0,50.0,52.0,LD
190,34,22,47,22.0,12.0,319.0,LD
4,27,26,69,37.0,10.0,420.0,LD
307,26,68,80,47.0,21.0,984.0,LD
430,16,2,38,5.0,21.0,12.0,LD
483,0,20,108,49.0,49.0,698.0,LD
416,0,10,38,21.0,21.0,98.5,LD
68,14,13,24,7.0,7.0,69.0,LD
23,4,5,13,14.0,18.0,18.0,LD
79,0,5,8,23.0,23.0,15.5,LD
331,116,8,5,56.0,60.0,22.5,LD
668,108,46,6,49.0,59.0,78.5,LD
167,102,136,13,50.0,52.0,287.5,LD
31,101,40,11,47.0,54.0,34.5,LD
708,96,6,10,41.0,55.0,25.0,LD
229,91,12,10,36.0,55.0,68.5,LD
205,90,6,4,29.0,61.0,11.0,LD
143,89,9,8,32.0,57.0,38.5,LD
704,81,7,14,30.0,51.0,36.0,LD
631,74,23,20,29.0,45.0,60.5,LD
228,74,6,15,24.0,50.0,34.0,LD
85,71,8,13,19.0,52.0,51.0,LD
90,58,6,11,4.0,54.0,31.5,LD
276,56,7,13,4.0,52.0,20.0,LD
579,55,18,25,15.0,40.0,48.5,LD
238,42,29,34,11.0,31.0,94.5,LD
186,41,24,48,24.0,17.0,209.0,LD
6,41,13,24,0.0,41.0,69.0,LD
141,39,20,49,23.0,16.0,164.5,LD
604,37,21,45,17.0,20.0,116.5,LD
356,37,46,20,8.0,45.0,165.0,LD
330,33,21,79,47.0,14.0,397.0,LD
695,32,12,48,15.0,17.0,197.0,LD
227,30,6,20,15.0,45.0,34.0,LD
95,24,50,48,7.0,17.0,265.5,LD
15,21,7,14,30.0,51.0,25.5,LD
693,6,9,8,51.0,57.0,26.5,LD
160,3,25,33,29.0,32.0,156.5,LD
575,2,35,39,24.0,26.0,314.5,LD
656,0,19,64,1.0,1.0,237.5,LD
550,0,24,9,56.0,56.0,96.0,LD
487,0,14,94,29.0,29.0,491.0,LD
417,0,17,104,39.0,39.0,451.0,LD
174,79,20,8,39.0,40.0,40.0,LD
168,66,9,10,28.0,38.0,14.5,LD
169,53,4,7,12.0,41.0,11.5,LD
47,39,6,12,3.0,36.0,19.5,LD
172,37,11,15,4.0,33.0,25.5,LD
84,30,62,47,29.0,1.0,509.5,LD
42,30,6,9,9.0,39.0,17.0,LD
218,29,25,22,3.0,26.0,97.0,LD
178,21,39,34,7.0,14.0,187.0,LD
218,20,14,5,23.0,43.0,21.0,LD
32,16,7,8,24.0,40.0,15.0,LD
122,13,7,13,22.0,35.0,19.5,LD
5,13,14,8,27.0,40.0,30.5,LD
119,0,7,12,36.0,36.0,24.0,LD
162,41,45,32,32.0,9.0,158.5,LD
97,36,18,35,30.0,6.0,148.0,LD
121,35,36,29,23.0,12.0,163.5,LD
167,26,28,29,14.0,12.0,283.0,LD
128,16,23,22,3.0,19.0,101.5,LD
0,14,43,49,22.0,8.0,286.0,LD
208,4,31,53,16.0,12.0,418.0,LD
45,1,59,46,6.0,5.0,521.5,LD
0,0,21,31,10.0,10.0,209.5,LD
0,24,27,32,23.0,1.0,195.0,LD
46,22,39,28,17.0,5.0,207.0,LD
0,8,14,23,2.0,10.0,117.0,LD
28,0,26,39,6.0,6.0,327.0,LD
33,15,12,7,1.0,14.0,38.5,LD
46,1,23,32,12.0,11.0,221.5,LD
0,0,27,32,11.0,11.0,343.0,LD
4,14,25,22,13.0,1.0,127.5,LD
44,0,22,36,13.0,13.0,160.0,LD
36,0,31,32,11.0,11.0,249.0,LD
0,0,33,23,2.0,2.0,184.0,LD
16,28,10,26,18.0,10.0,76.0,LD
55,16,42,46,26.0,10.0,320.5,LD
31,0,39,33,3.0,3.0,220.0,LD
0,0,28,27,9.0,9.0,90.5,LD
161,115,11,8,48.0,67.0,28.0,LD
166,111,24,30,66.0,45.0,224.5,LD
46,108,31,30,63.0,45.0,145.0,LD
0,107,35,31,63.0,44.0,194.0,LD
113,102,35,32,59.0,43.0,281.5,LD
0,82,23,35,42.0,40.0,149.0,LD
83,81,23,44,50.0,31.0,251.0,LD
39,74,14,45,44.0,30.0,135.5,LD
19,69,9,9,3.0,66.0,45.5,LD
222,26,34,43,6.0,32.0,519.0,LD
92,25,19,24,26.0,51.0,91.5,LD
188,21,35,36,18.0,39.0,602.0,LD
35,11,39,24,40.0,51.0,163.0,LD
121,5,66,37,33.0,38.0,428.0,LD
60,2,44,69,4.0,6.0,830.0,LD
33,0,28,16,59.0,59.0,106.0,LD
68,36,14,6,9.0,27.0,51.5,LD
111,33,10,6,6.0,27.0,38.5,LD
158,25,10,6,2.0,27.0,22.5,LD
122,25,35,32,24.0,1.0,595.5,LD
17,24,14,7,2.0,26.0,50.5,LD
84,15,20,34,16.0,1.0,166.5,LD
31,14,29,37,18.0,4.0,248.5,LD
0,11,8,6,16.0,27.0,21.0,LD
123,0,7,6,27.0,27.0,18.0,LD
0,0,18,34,1.0,1.0,113.0,LD
172,35,15,25,13.0,22.0,31.5,LD
52,32,36,40,25.0,7.0,209.0,LD
0,21,21,25,1.0,22.0,120.5,LD
82,16,41,68,37.0,21.0,440.5,LD
60,15,8,25,7.0,22.0,61.5,LD
