x,y,w,h,Distance Bottom,Distance Top,area,Target Class
180,0,31,58,19.0,19.0,330.0,LD
58,4,21,28,7.0,3.0,112.5,LD
121,2,26,30,7.0,5.0,262.5,LD
149,0,29,40,15.0,15.0,348.0,LD
91,0,17,33,8.0,8.0,176.5,LD
21,0,22,28,3.0,3.0,193.0,LD
0,0,14,27,2.0,2.0,60.0,LD
134,13,30,28,12.0,1.0,147.5,LD
119,12,5,37,20.0,8.0,108.0,LD
172,9,27,29,9.0,0.0,115.5,LD
18,9,29,34,14.0,5.0,293.5,LD
59,5,31,38,14.0,9.0,490.0,LD
94,0,10,42,13.0,13.0,146.0,LD
111,67,5,5,36.0,31.0,16.0,LD
111,9,18,53,26.0,17.0,440.5,LD
0,8,23,35,7.0,1.0,371.5,LD
50,4,38,41,9.0,5.0,277.0,LD
143,0,78,50,14.0,14.0,1848.0,LD
145,69,9,5,32.0,37.0,21.0,LD
237,52,6,13,23.0,29.0,17.0,LD
0,48,6,12,18.0,30.0,24.0,LD
223,37,12,15,10.0,27.0,35.0,LD
65,35,27,22,15.0,20.0,412.5,LD
133,32,25,32,22.0,10.0,257.5,LD
93,29,24,33,20.0,9.0,200.0,LD
0,26,11,7,9.0,35.0,22.5,LD
200,14,12,41,13.0,1.0,137.5,LD
167,9,24,56,23.0,14.0,346.5,LD
26,0,28,60,18.0,18.0,316.5,LD
207,69,6,6,38.0,31.0,21.5,LD
247,58,8,7,28.0,30.0,12.0,LD
150,25,34,38,26.0,1.0,327.5,LD
226,24,24,41,28.0,4.0,416.0,LD
115,24,20,35,22.0,2.0,311.0,LD
187,21,26,43,27.0,6.0,761.0,LD
81,19,18,40,22.0,3.0,195.5,LD
47,19,24,33,15.0,4.0,220.5,LD
20,0,17,55,18.0,18.0,248.0,LD
0,0,19,33,4.0,4.0,215.5,LD
0,29,9,8,14.0,15.0,28.0,LD
102,0,21,18,5.0,5.0,72.5,LD
77,0,12,24,1.0,1.0,88.0,LD
58,0,14,24,1.0,1.0,128.0,LD
44,0,7,22,1.0,1.0,81.0,LD
7,0,27,25,2.0,2.0,152.0,LD
0,43,57,4,23.0,20.0,70.5,LD
20,0,28,35,11.0,11.0,394.5,LD
0,0,11,39,15.0,15.0,128.0,LD
0,0,500,54,22.0,22.0,1796.5,LD
135,52,8,7,25.0,27.0,30.5,LD
56,21,32,30,17.0,4.0,320.5,LD
0,19,17,29,14.0,5.0,131.0,LD
16,16,26,34,16.0,0.0,133.5,LD
91,2,27,49,17.0,15.0,333.5,LD
127,0,22,49,15.0,15.0,212.5,LD
70,45,13,27,31.0,14.0,105.5,LD
42,45,5,7,11.0,34.0,19.5,LD
96,44,6,5,8.0,36.0,18.0,LD
95,12,17,28,1.0,13.0,167.0,LD
12,11,6,30,0.0,11.0,76.5,LD
63,10,20,31,0.0,10.0,481.0,LD
25,5,21,36,0.0,5.0,177.5,LD
0,0,12,42,1.0,1.0,144.0,LD
0,71,83,5,31.0,40.0,98.0,LD
761,56,20,24,35.0,21.0,66.0,LD
806,55,46,19,29.0,26.0,19.0,LD
531,55,119,6,16.0,39.0,197.0,LD
0,28,28,35,18.0,10.0,73.5,LD
134,27,392,46,28.0,1.0,779.0,LD
808,26,20,24,5.0,21.0,92.0,LD
99,19,19,37,11.0,8.0,298.5,LD
775,18,18,34,7.0,11.0,320.0,LD
38,16,36,48,19.0,3.0,213.0,LD
140,11,30,47,13.0,2.0,230.5,LD
737,7,30,36,2.0,9.0,225.5,LD
795,4,7,47,6.0,2.0,165.0,LD
837,0,26,50,5.0,5.0,67.5,LD
681,0,24,53,8.0,8.0,57.5,LD
250,53,7,6,5.0,58.0,20.0,LD
311,40,285,10,14.0,54.0,478.5,LD
600,37,112,5,22.0,59.0,119.5,LD
641,14,7,11,39.0,53.0,28.5,LD
231,0,25,48,16.0,16.0,432.0,LD
208,0,21,38,26.0,26.0,351.5,LD
167,0,29,45,19.0,19.0,509.0,LD
0,0,196,119,55.0,55.0,1071.5,LD
108,3,20,44,19.0,16.0,173.5,LD
0,3,22,38,13.0,10.0,174.0,LD
34,2,36,41,15.0,13.0,274.0,LD
83,0,21,42,14.0,14.0,221.0,LD
157,0,18,40,4.0,4.0,261.0,LD
0,0,193,63,27.0,27.0,741.5,LD
67,45,19,5,20.0,25.0,29.0,LD
62,18,15,23,11.0,7.0,91.5,LD
0,11,5,25,6.0,5.0,46.0,LD
22,0,22,42,12.0,12.0,421.5,LD
193,0,25,36,8.0,8.0,174.0,LD
0,0,191,47,19.0,19.0,544.5,LD
106,0,29,35,7.0,7.0,229.5,LD
111,4,20,28,22.0,26.0,289.5,LD
137,0,26,99,45.0,45.0,685.5,LD
63,0,34,43,11.0,11.0,471.5,LD
48,0,12,41,13.0,13.0,135.0,LD
0,0,34,45,9.0,9.0,468.0,LD
156,141,21,24,75.0,66.0,130.0,LD
132,140,26,26,76.0,64.0,187.0,LD
9,134,15,28,72.0,62.0,79.5,LD
31,129,24,36,75.0,54.0,172.5,LD
55,115,67,56,81.0,34.0,587.5,LD
38,45,34,31,14.0,59.0,241.5,LD
0,38,22,31,21.0,59.0,113.5,LD
152,27,22,50,13.0,40.0,271.5,LD
79,8,70,108,26.0,18.0,1054.0,LD
73,24,30,38,26.0,2.0,304.0,LD
44,23,23,35,22.0,1.0,586.0,LD
13,18,24,42,24.0,6.0,213.0,LD
0,17,15,4,10.0,27.0,29.5,LD
24,8,19,25,2.0,6.0,217.0,LD
20,3,85,50,22.0,19.0,587.5,LD
71,14,18,17,2.0,16.0,109.0,LD
107,0,20,34,1.0,1.0,208.0,LD
0,0,60,56,23.0,23.0,1148.0,LD
52,11,25,27,13.0,24.0,122.5,LD
48,7,88,72,28.0,21.0,571.5,LD
21,7,19,24,20.0,27.0,150.0,LD
141,0,33,92,41.0,41.0,559.0,LD
1,0,9,33,18.0,18.0,117.0,LD
69,13,29,26,10.0,3.0,305.0,LD
103,12,24,37,20.0,8.0,342.5,LD
23,12,22,30,13.0,1.0,163.0,LD
133,3,30,41,15.0,12.0,335.5,LD
53,0,7,40,11.0,11.0,168.5,LD
0,0,16,41,12.0,12.0,213.5,LD
76,24,26,36,1.0,23.0,684.0,LD
0,18,13,71,30.0,12.0,213.0,LD
33,5,59,58,4.0,1.0,555.0,LD
112,0,44,79,20.0,20.0,689.0,LD
15,16,8,6,12.0,28.0,18.0,LD
5,0,128,59,25.0,25.0,1550.0,LD
63,21,23,35,17.0,4.0,119.5,LD
42,20,10,42,23.0,3.0,103.5,LD
0,19,33,49,29.0,10.0,368.0,LD
130,18,33,29,8.0,10.0,269.5,LD
162,0,32,50,11.0,11.0,384.5,LD
93,0,41,64,25.0,25.0,322.0,LD
26,9,21,24,18.0,27.0,196.5,LD
0,7,17,86,42.0,35.0,220.5,LD
95,1,19,33,17.0,18.0,191.5,LD
27,0,71,63,12.0,12.0,722.0,LD
74,21,44,35,4.0,25.0,434.0,LD
20,18,5,21,21.0,39.0,61.0,LD
126,13,29,98,51.0,38.0,609.5,LD
44,2,24,50,8.0,10.0,562.0,LD
20,2,8,6,52.0,54.0,21.0,LD
0,31,5,15,14.0,17.0,31.5,LD
121,29,15,26,23.0,6.0,134.5,LD
57,17,29,31,16.0,1.0,362.5,LD
93,0,14,53,21.0,21.0,162.0,LD
18,0,31,51,19.0,19.0,325.0,LD
95,32,26,64,43.0,11.0,651.5,LD
61,27,24,34,8.0,19.0,571.5,LD
128,15,23,48,10.0,5.0,313.5,LD
165,10,13,60,17.0,7.0,204.0,LD
0,0,87,61,8.0,8.0,439.5,LD
107,17,17,36,15.0,2.0,255.0,LD
0,0,87,57,19.0,19.0,966.0,LD
0,0,116,52,18.0,18.0,2004.5,LD
38,148,4,18,66.0,82.0,37.5,LD
0,147,25,24,71.0,76.0,135.0,LD
38,133,7,4,37.0,96.0,17.5,LD
127,132,20,59,91.0,41.0,414.5,LD
21,14,119,173,87.0,73.0,3417.5,LD
2,0,8,64,36.0,36.0,312.5,LD
0,45,9,19,18.0,27.0,41.5,LD
20,31,4,27,12.0,19.0,51.5,LD
17,9,6,6,31.0,40.0,16.5,LD
35,0,77,82,36.0,36.0,1376.0,LD
55,0,45,36,8.0,8.0,734.5,LD
23,0,31,34,10.0,10.0,310.5,LD
0,0,18,59,15.0,15.0,381.0,LD
0,11,16,18,10.0,1.0,73.5,LD
105,1,19,20,2.0,1.0,162.0,LD
22,1,17,22,4.0,3.0,300.0,LD
129,0,11,25,6.0,6.0,169.5,LD
80,0,15,22,3.0,3.0,116.5,LD
45,0,31,23,4.0,4.0,316.5,LD
39,27,9,30,21.0,6.0,113.0,LD
52,22,28,38,24.0,2.0,402.5,LD
0,18,30,41,23.0,5.0,365.0,LD
35,14,8,7,15.0,29.0,31.0,LD
89,0,33,62,26.0,26.0,777.5,LD
19,25,32,39,27.0,2.0,922.0,LD
58,22,37,39,24.0,2.0,573.0,LD
0,18,13,37,18.0,0.0,99.0,LD
88,4,28,53,20.0,16.0,265.0,LD
119,39,21,40,25.0,14.0,391.0,LD
0,32,113,63,41.0,9.0,1247.5,LD
36,0,9,63,9.0,9.0,262.0,LD
60,119,23,36,68.0,51.0,210.5,LD
120,118,32,30,61.0,57.0,468.5,LD
88,118,22,31,62.0,56.0,291.0,LD
156,111,47,40,64.0,47.0,599.5,LD
2,101,46,64,78.0,23.0,982.0,LD
0,0,104,106,19.0,19.0,1920.0,LD
37,22,18,24,13.0,9.0,195.5,LD
3,12,24,28,7.0,5.0,132.5,LD
42,0,97,57,24.0,24.0,612.0,LD
0,23,9,25,6.0,17.0,57.0,LD
19,20,14,24,2.0,18.0,186.5,LD
61,19,16,56,33.0,14.0,332.5,LD
47,0,6,39,3.0,3.0,88.5,LD
0,37,17,13,17.0,20.0,69.0,LD
66,0,8,56,23.0,23.0,240.0,LD
20,0,46,50,17.0,17.0,763.0,LD
0,42,15,12,20.0,22.0,34.0,LD
103,23,28,34,23.0,0.0,346.5,LD
28,20,10,38,24.0,4.0,153.0,LD
48,14,47,44,24.0,10.0,522.5,LD
0,43,22,19,26.0,17.0,104.0,LD
35,32,8,26,22.0,10.0,70.5,LD
40,3,9,5,28.0,31.0,15.5,LD
86,0,33,60,24.0,24.0,434.5,LD
62,0,21,52,16.0,16.0,201.5,LD
0,19,11,27,15.0,4.0,67.0,LD
21,18,25,29,16.0,2.0,300.5,LD
0,24,17,5,6.0,30.0,29.5,LD
23,9,31,37,11.0,2.0,320.0,LD
48,7,103,54,26.0,19.0,1432.5,LD
0,30,13,20,14.0,16.0,69.5,LD
0,20,12,5,11.0,31.0,22.5,LD
26,17,9,34,15.0,2.0,168.5,LD
72,0,7,55,19.0,19.0,217.0,LD
54,0,8,63,27.0,27.0,320.5,LD
24,0,13,6,30.0,30.0,28.5,LD
14,30,22,29,10.0,20.0,127.0,LD
0,27,11,61,39.0,12.0,215.5,LD
43,19,23,44,14.0,5.0,695.0,LD
79,0,35,58,9.0,9.0,590.0,LD
58,18,18,37,9.0,9.0,293.0,LD
0,15,4,13,18.0,33.0,22.0,LD
83,13,46,70,37.0,24.0,680.0,LD
11,9,5,19,18.0,27.0,41.0,LD
39,6,7,4,36.0,42.0,14.5,LD
15,0,45,50,4.0,4.0,308.5,LD
26,4,24,25,7.0,11.0,268.0,LD
57,0,28,40,4.0,4.0,376.0,LD
0,0,18,22,14.0,14.0,143.0,LD
36,19,30,33,4.0,23.0,335.5,LD
0,11,31,66,21.0,10.0,520.0,LD
80,0,25,50,6.0,6.0,210.5,LD
84,26,19,27,17.0,9.0,232.0,LD
18,0,87,63,27.0,27.0,1066.5,LD
0,0,21,54,18.0,18.0,373.0,LD
40,19,117,60,35.0,16.0,1718.5,LD
0,2,27,58,16.0,14.0,238.0,LD
13,23,29,29,2.0,21.0,397.0,LD
57,21,25,69,40.0,19.0,775.0,LD
0,9,25,65,32.0,23.0,393.5,LD
31,0,78,68,26.0,26.0,1593.0,LD
30,51,46,37,38.0,13.0,349.5,LD
0,43,18,34,27.0,16.0,153.5,LD
77,0,52,90,40.0,40.0,1027.0,LD
0,19,20,53,31.0,12.0,242.5,LD
24,7,60,65,31.0,24.0,1043.0,LD
0,30,16,3,6.0,36.0,29.0,LD
24,24,31,34,19.0,5.0,331.0,LD
57,16,31,48,25.0,9.0,490.5,LD
0,27,16,33,9.0,36.0,135.0,LD
21,25,36,38,6.0,31.0,728.0,LD
66,24,31,104,59.0,35.0,1174.0,LD
109,12,19,26,14.0,2.0,110.5,LD
28,1,21,26,3.0,2.0,101.0,LD
63,0,47,35,11.0,11.0,296.5,LD
52,0,10,25,1.0,1.0,101.0,LD
0,0,22,29,5.0,5.0,174.5,LD
0,2,9,26,7.0,5.0,62.0,LD
57,0,36,31,10.0,10.0,252.5,LD
20,0,30,32,11.0,11.0,183.0,LD
134,0,6,46,18.0,18.0,114.0,LD
108,0,13,29,1.0,1.0,144.0,LD
54,0,44,35,7.0,7.0,780.0,LD
0,0,28,9,19.0,19.0,38.0,LD
0,6,34,38,16.0,10.0,327.0,LD
43,0,66,47,19.0,19.0,791.0,LD
0,47,18,10,24.0,23.0,49.5,LD
0,18,7,7,8.0,26.0,22.5,LD
26,0,63,54,21.0,21.0,514.0,LD
33,11,22,26,12.0,23.0,204.5,LD
16,7,8,26,16.0,23.0,88.0,LD
82,6,21,83,40.0,34.0,573.5,LD
74,0,8,24,25.0,25.0,33.0,LD
60,0,16,53,4.0,4.0,221.0,LD
0,20,9,5,12.0,32.0,10.5,LD
85,0,22,65,28.0,28.0,383.5,LD
72,0,9,14,23.0,23.0,63.5,LD
61,0,7,14,23.0,23.0,66.5,LD
3,0,53,42,5.0,5.0,369.5,LD
147,57,42,88,68.0,11.0,580.5,LD
30,37,17,29,11.0,48.0,204.5,LD
0,33,18,19,25.0,58.0,65.5,LD
134,26,30,71,20.0,6.0,454.0,LD
52,15,43,57,5.0,20.0,494.5,LD
89,14,39,64,1.0,13.0,759.0,LD
2,83,8,6,44.0,39.0,20.5,LD
111,41,22,20,16.0,25.0,104.0,LD
15,26,26,28,9.0,17.0,277.0,LD
43,23,19,47,25.0,2.0,260.5,LD
132,20,20,46,21.0,1.0,235.0,LD
0,14,14,33,2.0,12.0,110.5,LD
67,12,41,69,36.0,24.0,244.0,LD
316,52,11,10,5.0,47.0,24.0,LD
0,28,35,8,21.0,49.0,74.0,LD
94,27,51,42,12.0,15.0,553.5,LD
369,11,406,94,48.0,37.0,3884.0,LD
0,6,334,83,32.0,26.0,3634.0,LD
384,0,13,58,1.0,1.0,296.0,LD
330,0,36,57,0.0,0.0,405.5,LD
0,0,3,7,50.0,50.0,10.5,LD
427,86,5,4,45.0,41.0,11.0,LD
254,85,16,5,45.0,40.0,29.5,LD
293,83,5,7,45.0,38.0,21.5,LD
185,80,15,10,45.0,35.0,81.0,LD
206,79,34,11,45.0,34.0,130.5,LD
341,72,6,18,45.0,27.0,57.0,LD
397,63,11,27,45.0,18.0,116.5,LD
36,43,7,11,9.0,34.0,47.0,LD
0,40,24,40,35.0,5.0,235.5,LD
110,0,6,10,35.0,35.0,31.5,LD
24,0,442,74,29.0,29.0,3703.5,LD
80,95,31,14,55.0,40.0,129.0,LD
119,80,17,29,55.0,25.0,205.0,LD
39,51,6,13,10.0,41.0,53.0,LD
0,36,27,63,45.0,9.0,325.5,LD
419,21,37,34,1.0,20.0,885.0,LD
505,6,40,47,1.0,7.0,356.0,LD
42,3,407,71,20.0,17.0,4602.0,LD
553,0,247,61,7.0,7.0,4111.0,LD
0,0,37,9,45.0,45.0,174.5,LD
758,152,12,4,78.0,74.0,20.5,LD
258,152,5,4,78.0,74.0,11.0,LD
268,150,20,6,78.0,72.0,62.5,LD
785,145,27,11,78.0,67.0,89.0,LD
424,145,6,11,78.0,67.0,46.0,LD
683,144,30,12,78.0,66.0,92.0,LD
572,143,34,13,78.0,65.0,121.5,LD
740,142,9,14,78.0,64.0,44.5,LD
334,140,9,16,78.0,62.0,48.0,LD
614,127,29,29,78.0,49.0,127.0,LD
113,101,6,10,33.0,68.0,35.5,LD
634,100,234,9,31.0,69.0,355.0,LD
45,88,53,58,68.0,20.0,605.5,LD
100,55,437,76,53.0,2.0,3764.5,LD
74,14,7,11,53.0,67.0,56.5,LD
206,0,8,22,56.0,56.0,57.5,LD
97,0,759,78,0.0,0.0,3742.5,LD
13,0,57,53,25.0,25.0,416.0,LD
40,57,20,5,31.0,26.0,53.0,LD
111,56,28,6,31.0,25.0,68.0,LD
33,2,51,49,20.0,18.0,825.0,LD
0,2,35,50,21.0,19.0,412.0,LD
183,0,7,9,22.0,22.0,37.0,LD
162,0,33,48,17.0,17.0,794.5,LD
107,0,41,50,19.0,19.0,399.0,LD
105,39,8,5,22.0,17.0,26.5,LD
91,0,29,33,11.0,11.0,659.0,LD
79,0,9,8,14.0,14.0,30.5,LD
44,0,44,34,12.0,12.0,411.0,LD
7,0,30,34,12.0,12.0,206.0,LD
0,0,26,6,16.0,16.0,58.5,LD
0,12,28,29,13.0,1.0,124.5,LD
91,4,48,42,18.0,14.0,396.5,LD
0,2,22,25,1.0,3.0,150.0,LD
33,0,49,41,13.0,13.0,1197.5,LD
101,41,8,4,22.0,19.0,16.5,LD
53,41,12,3,21.0,20.0,11.5,LD
0,7,23,29,13.0,6.0,230.0,LD
101,0,34,36,13.0,13.0,278.5,LD
54,0,31,36,13.0,13.0,229.5,LD
67,55,11,5,30.0,25.0,30.5,LD
147,8,40,41,19.0,11.0,1172.0,LD
68,4,64,46,20.0,16.0,744.0,LD
0,4,50,41,15.0,11.0,554.0,LD
40,0,37,44,17.0,17.0,829.0,LD
0,0,31,45,18.0,18.0,361.5,LD
102,48,7,5,27.0,21.0,21.5,LD
75,0,49,43,17.0,17.0,504.0,LD
0,0,36,39,13.0,13.0,309.0,LD
25,115,31,5,60.0,55.0,81.0,LD
95,113,34,7,60.0,53.0,58.0,LD
93,67,43,41,48.0,19.0,470.5,LD
149,66,57,42,48.0,18.0,496.0,LD
15,51,56,59,50.0,1.0,935.5,LD
80,50,22,4,6.0,56.0,39.0,LD
102,30,6,16,14.0,44.0,30.5,LD
56,0,35,46,14.0,14.0,332.0,LD
15,0,39,47,13.0,13.0,437.0,LD
154,56,27,2,29.0,27.0,15.5,LD
205,51,20,7,29.0,22.0,71.5,LD
208,8,45,38,17.0,9.0,361.5,LD
136,6,55,40,17.0,11.0,438.0,LD
67,5,45,42,18.0,13.0,975.0,LD
48,0,12,48,19.0,19.0,306.5,LD
0,0,38,44,15.0,15.0,376.5,LD
76,56,34,6,31.0,25.0,70.5,LD
205,54,26,8,31.0,23.0,63.5,LD
0,30,33,22,21.0,9.0,200.5,LD
144,3,39,47,19.0,16.0,489.0,LD
57,1,56,49,19.0,18.0,495.0,LD
282,0,8,48,17.0,17.0,220.0,LD
210,0,50,49,18.0,18.0,416.5,LD
0,0,34,25,6.0,6.0,524.0,LD
175,62,14,6,34.0,28.0,29.0,LD
128,15,35,37,18.0,3.0,259.0,LD
76,0,32,52,18.0,18.0,395.0,LD
22,0,33,51,17.0,17.0,403.0,LD
72,0,8,40,15.0,15.0,231.5,LD
0,0,16,17,8.0,8.0,94.0,LD
21,35,7,4,20.0,15.0,17.5,LD
85,34,7,5,20.0,14.0,21.0,LD
84,0,47,29,10.0,10.0,406.0,LD
48,0,10,29,10.0,10.0,138.0,LD
0,0,27,29,10.0,10.0,252.5,LD
25,46,24,4,25.0,21.0,35.0,LD
168,44,9,6,25.0,19.0,24.0,LD
143,44,23,6,25.0,19.0,71.0,LD
120,44,4,6,25.0,19.0,15.0,LD
138,3,27,35,13.0,10.0,214.5,LD
92,3,40,36,14.0,11.0,265.0,LD
63,0,9,10,15.0,15.0,32.0,LD
41,0,33,40,15.0,15.0,663.5,LD
2,0,27,38,13.0,13.0,242.5,LD
62,35,7,5,20.0,15.0,23.5,LD
11,35,7,5,20.0,15.0,23.5,LD
135,0,41,28,8.0,8.0,257.5,LD
93,0,27,29,9.0,9.0,538.0,LD
41,0,33,30,10.0,10.0,366.0,LD
0,0,29,30,10.0,10.0,240.5,LD
26,34,9,5,20.0,14.0,27.5,LD
157,32,8,7,20.0,12.0,23.0,LD
127,32,9,7,20.0,12.0,17.5,LD
34,14,17,15,10.0,4.0,66.0,LD
170,0,6,13,6.0,6.0,43.5,LD
136,0,29,27,8.0,8.0,162.0,LD
82,0,44,28,9.0,9.0,246.5,LD
77,0,22,5,14.0,14.0,36.0,LD
0,0,35,29,10.0,10.0,254.0,LD
190,60,51,54,52.0,8.0,1806.0,LD
61,19,37,55,12.0,7.0,596.0,LD
100,18,56,68,24.0,6.0,518.0,LD
215,0,8,9,53.0,53.0,35.0,LD
0,0,39,93,31.0,31.0,596.5,LD
0,0,10,8,54.0,54.0,23.0,LD
80,98,57,52,70.0,28.0,301.5,LD
26,75,42,45,40.0,35.0,294.0,LD
0,59,19,48,27.0,32.0,232.5,LD
147,55,43,63,38.0,17.0,398.0,LD
67,23,50,54,3.0,26.0,522.5,LD
192,0,10,28,52.0,52.0,66.0,LD
172,0,19,5,75.0,75.0,28.0,LD
0,0,52,43,37.0,37.0,1353.5,LD
72,255,8,23,139.0,116.0,83.5,LD
86,254,22,24,139.0,115.0,187.5,LD
131,253,17,25,139.0,114.0,108.5,LD
0,225,49,53,139.0,86.0,1783.0,LD
225,171,8,73,105.0,66.0,354.0,LD
285,163,2,105,129.0,34.0,100.5,LD
143,144,42,87,92.0,52.0,2055.5,LD
239,129,11,32,22.0,107.0,197.0,LD
45,121,67,75,57.0,64.0,632.5,LD
13,118,8,10,11.0,129.0,31.5,LD
135,117,6,48,26.0,91.0,64.5,LD
0,84,73,96,41.0,43.0,761.5,LD
248,53,43,81,5.0,58.0,532.0,LD
207,48,42,71,20.0,68.0,1345.5,LD
118,9,45,96,34.0,43.0,771.5,LD
284,0,5,22,117.0,117.0,58.5,LD
22,0,77,79,60.0,60.0,624.0,LD
28,117,50,20,69.0,48.0,280.5,LD
0,107,13,26,65.0,42.0,125.5,LD
0,84,17,8,24.0,60.0,68.0,LD
153,56,72,71,59.0,3.0,2518.0,LD
98,51,59,48,31.0,20.0,466.0,LD
51,18,62,63,13.0,5.0,1893.5,LD
202,0,7,26,42.0,42.0,111.5,LD
0,0,63,58,10.0,10.0,425.5,LD
40,172,39,18,95.0,77.0,164.0,LD
0,144,35,46,95.0,49.0,305.5,LD
139,92,51,88,85.0,7.0,721.5,LD
60,84,49,60,49.0,35.0,524.0,LD
0,57,45,63,25.0,32.0,1566.0,LD
0,20,25,25,50.0,70.0,109.5,LD
92,16,68,69,10.0,26.0,548.0,LD
35,0,57,54,41.0,41.0,1078.0,LD
0,0,22,18,77.0,77.0,70.5,LD
79,271,6,8,140.0,131.0,29.5,LD
117,256,7,23,140.0,116.0,118.0,LD
0,237,22,42,140.0,97.0,207.0,LD
146,178,45,65,104.0,74.0,531.5,LD
245,173,31,96,130.0,43.0,416.5,LD
72,171,48,59,91.0,80.0,1313.5,LD
208,170,36,70,101.0,69.0,562.0,LD
128,111,37,45,17.0,94.0,341.0,LD
70,103,56,42,6.0,97.0,712.5,LD
0,88,62,128,77.0,11.0,1259.5,LD
92,18,96,92,29.0,47.0,1036.5,LD
25,0,41,76,63.0,63.0,449.5,LD
0,45,33,5,13.0,32.0,81.0,LD
0,6,32,36,5.0,1.0,237.0,LD
82,0,7,17,20.0,20.0,64.5,LD
47,0,49,65,28.0,28.0,1681.0,LD
75,163,6,10,87.0,76.0,16.5,LD
113,94,68,69,77.0,17.0,697.0,LD
38,86,60,71,71.0,15.0,1469.0,LD
0,37,3,37,12.0,49.0,42.0,LD
99,6,48,96,16.0,10.0,848.5,LD
0,0,74,64,22.0,22.0,517.5,LD
94,5,43,75,21.0,16.0,448.0,LD
159,0,66,109,50.0,50.0,1022.0,LD
41,0,39,94,35.0,35.0,2048.5,LD
0,0,19,56,3.0,3.0,338.5,LD
123,142,12,4,73.0,69.0,16.0,LD
18,132,6,14,73.0,59.0,49.5,LD
279,43,67,93,63.0,20.0,827.0,LD
192,36,72,91,54.0,18.0,632.5,LD
43,22,52,90,39.0,17.0,1709.0,LD
130,19,75,57,3.0,16.0,2111.5,LD
0,18,23,43,12.0,30.0,249.0,LD
112,3,13,75,5.0,2.0,340.5,LD
319,0,39,18,55.0,55.0,182.0,LD
20,0,8,9,64.0,64.0,30.5,LD
284,160,15,24,92.0,68.0,113.5,LD
212,153,45,31,92.0,61.0,263.0,LD
44,139,44,45,92.0,47.0,415.5,LD
0,137,16,40,85.0,52.0,186.0,LD
123,136,55,48,92.0,44.0,2026.5,LD
106,120,12,64,92.0,28.0,294.0,LD
0,107,21,19,34.0,73.0,111.5,LD
359,103,51,71,82.0,21.0,549.0,LD
311,80,41,55,43.0,37.0,1729.0,LD
172,45,56,55,8.0,37.0,554.0,LD
248,44,50,65,17.0,27.0,982.5,LD
124,1,42,73,18.0,19.0,620.0,LD
72,0,43,65,27.0,27.0,467.0,LD
21,0,38,47,45.0,45.0,544.5,LD
241,83,52,75,74.0,9.0,881.5,LD
154,83,94,72,71.0,12.0,1144.5,LD
81,71,49,75,62.0,9.0,2600.0,LD
0,34,33,19,31.0,65.0,152.5,LD
0,0,65,125,41.0,41.0,945.0,LD
190,53,42,55,49.0,4.0,754.5,LD
0,38,41,10,11.0,49.0,164.5,LD
107,15,74,62,18.0,3.0,750.5,LD
53,10,42,53,4.0,6.0,1389.0,LD
0,0,8,7,52.0,52.0,20.5,LD
32,0,36,26,8.0,8.0,254.5,LD
48,58,6,5,32.0,26.0,17.5,LD
30,58,6,5,32.0,26.0,20.0,LD
72,57,16,3,29.0,28.0,20.0,LD
97,56,24,7,32.0,24.0,97.0,LD
171,43,14,7,19.0,24.0,26.5,LD
337,39,8,10,18.0,21.0,21.5,LD
12,32,30,21,22.0,10.0,484.0,LD
49,26,51,26,21.0,5.0,491.5,LD
292,25,7,24,18.0,7.0,107.5,LD
241,25,42,24,18.0,7.0,319.0,LD
112,22,52,29,20.0,2.0,671.5,LD
218,17,29,32,18.0,1.0,248.0,LD
321,0,33,49,18.0,18.0,361.5,LD
182,0,30,49,18.0,18.0,343.5,LD
107,5,8,36,15.0,10.0,136.0,LD
122,0,63,40,14.0,14.0,679.0,LD
0,0,102,43,17.0,17.0,1419.0,LD
56,58,6,5,32.0,26.0,15.0,LD
138,56,14,3,28.0,28.0,18.0,LD
200,44,9,6,19.0,25.0,14.5,LD
94,28,5,24,21.0,7.0,72.5,LD
18,22,29,31,22.0,0.0,247.0,LD
218,18,32,32,19.0,1.0,294.0,LD
152,15,31,36,20.0,5.0,251.0,LD
183,14,29,37,20.0,6.0,337.0,LD
56,3,30,50,22.0,19.0,398.5,LD
135,0,22,51,20.0,20.0,346.5,LD
119,0,7,52,21.0,21.0,203.0,LD
90,0,6,11,20.0,20.0,24.5,LD
119,46,8,7,27.0,19.0,28.0,LD
147,45,25,5,24.0,21.0,68.0,LD
120,17,18,23,14.0,3.0,117.5,LD
111,9,14,31,14.0,5.0,130.0,LD
142,8,28,32,14.0,6.0,460.5,LD
13,6,47,36,16.0,10.0,838.5,LD
59,2,51,39,15.0,13.0,601.5,LD
173,0,44,40,14.0,14.0,330.5,LD
115,53,15,3,26.0,27.0,22.0,LD
85,53,17,4,27.0,26.0,37.0,LD
63,41,16,7,18.0,23.0,29.5,LD
101,40,5,8,18.0,22.0,13.0,LD
17,15,58,34,19.0,4.0,1031.0,LD
110,14,32,33,17.0,3.0,329.5,LD
147,3,36,44,17.0,14.0,314.5,LD
81,0,24,48,18.0,18.0,265.0,LD
0,0,11,49,19.0,19.0,197.5,LD
0,48,13,5,22.0,26.0,31.0,LD
132,46,6,4,19.0,27.0,11.5,LD
106,46,21,7,22.0,24.0,62.5,LD
81,46,16,3,18.0,28.0,22.0,LD
